Shipper,Origin Subdistrict,Origin City,Destination Subdistrict,Destination City,Transporter Pricing,Status,Shipment Type,Distance
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"2,214,400",completed,w2w,556
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"5,277,900",completed,w2w,556
SHP-0023,Klari,Karawang,Mlati,Sleman,"5,329,800",completed,mt,487
SHP-0003,Klari,Karawang,Tegal Timur,Tegal,"3,776,600",completed,gt,229
SHP-0012,Kayen Kidul,Kediri,Pati,Pati,"3,400,300",completed,w2w,269
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,476,000",completed,w2w,518
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,274,700",completed,w2w,445
SHP-0012,Jombang,Jombang,Pati,Pati,"3,907,500",completed,w2w,259
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,055,700",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,075,500",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,077,200",completed,w2w,445
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,677,300",completed,w2w,549
SHP-0012,Ciawi,Bogor,Cibitung,Bekasi,"2,837,300",completed,w2w,77
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,072,400",completed,w2w,445
SHP-0016,Cikarang Barat,Bekasi,Ngaliyan,Semarang,"5,809,900",completed,w2w,398
SHP-0011,Cikarang Pusat,Bekasi,Cilincing,Jakarta Utara,"2,550,900",completed,w2w,53
SHP-0011,Cikarang Pusat,Bekasi,Cilincing,Jakarta Utara,"2,141,100",completed,w2w,53
SHP-0002,Cimanggung,Sumedang,Bawen,Semarang,"4,708,900",completed,w2w,390
SHP-0011,Cikarang Pusat,Bekasi,Cilincing,Jakarta Utara,"2,545,700",completed,w2w,53
SHP-0011,Cikarang Pusat,Bekasi,Cilincing,Jakarta Utara,"2,520,500",completed,w2w,53
SHP-0012,Ciawi,Bogor,Rancaekek,Bandung,"3,704,000",completed,w2w,209
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,286,900",completed,w2w,445
SHP-0009,Demak,Demak,Pakal,Surabaya,"4,569,200",completed,w2w,365.935
SHP-0058,Kramatwatu,Serang,Waru,Sidoarjo,"7,562,800",completed,w2w,864.301
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,014,500",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,529,900",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,105,700",completed,w2w,694
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,249,800",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,762,300",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,120,500",completed,w2w,694
SHP-0040,Asemrowo,Surabaya,Asemrowo,Surabaya,"441,600",completed,w2w,0
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,101,100",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,005,200",completed,w2w,694
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,766,300",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,088,700",completed,w2w,694
SHP-0006,Cikarang Barat,Bekasi,Cikupa,Tangerang,"2,313,500",completed,mt,75
SHP-0006,Cikarang Barat,Bekasi,Balaraja,Tangerang,"2,825,200",completed,mt,84
SHP-0006,Cikarang Barat,Bekasi,Pagedangan,Tangerang,"2,696,000",completed,mt,70
SHP-0004,Cimahi Selatan,Cimahi,Cilincing,Jakarta Utara,"3,194,800",completed,w2w,143
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"719,200",completed,mt,13
SHP-0009,Ngadirojo,Wonogiri,Kedung Waringin,Bekasi,"5,635,600",completed,w2w,544.594
SHP-0048,Gondangrejo,Karanganyar,Solokan Jeruk,Bandung,"5,079,400",completed,w2w,450
SHP-0016,Cikarang Barat,Bekasi,Ngasem,Kediri,"6,008,600",completed,w2w,698
SHP-0003,Kalideres,Jakarta Barat,Tandes,Surabaya,"7,217,000",completed,gt,807
SHP-0003,Kalideres,Jakarta Barat,Kenjeran,Surabaya,"6,828,900",completed,gt,813
SHP-0003,Kalideres,Jakarta Barat,Tandes,Surabaya,"7,233,200",completed,gt,807
SHP-0004,Cileungsi,Bogor,Pabean Cantikan,Surabaya,"7,042,700",completed,w2w,773.01
SHP-0004,Cileungsi,Bogor,Buduran,Sidoarjo,"7,025,200",completed,w2w,771
SHP-0048,Gondangrejo,Karanganyar,Solokan Jeruk,Bandung,"1,840,000",completed,w2w,450
SHP-0009,Gajah Mungkur,Semarang,Karanganyar,Karanganyar,"3,078,300",completed,w2w,123
SHP-0009,Gajah Mungkur,Semarang,Karanganyar,Karanganyar,"2,647,600",completed,w2w,123
SHP-0009,Gajah Mungkur,Semarang,Karanganyar,Karanganyar,"2,635,800",completed,w2w,123
SHP-0009,Gajah Mungkur,Semarang,Karanganyar,Karanganyar,"3,075,600",completed,w2w,123
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,458,200",completed,w2w,847
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,045,800",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,611,900",completed,w2w,777
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,454,300",completed,w2w,847
SHP-0008,Manyar,Gresik,Tarumajaya,Bekasi,"7,244,300",completed,w2w,807
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,068,600",completed,w2w,777
SHP-0003,Klari,Karawang,Wanareja,Cilacap,"3,967,700",completed,gt,264
SHP-0011,Cikarang Pusat,Bekasi,Pakis,Malang,"7,243,100",completed,w2w,805
SHP-0043,Cakung,Jakarta Timur,Cikampek,Karawang,"2,665,400",completed,w2w,69
SHP-0016,Cikarang Barat,Bekasi,Gempol,Pasuruan,"6,400,700",completed,w2w,770
SHP-0007,Margorejo,Pati,Ciamis,Ciamis,"1,692,400",completed,w2w,402
SHP-0002,Cibitung,Bekasi,Bawen,Semarang,"5,042,500",completed,w2w,448
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,060,600",completed,w2w,445
SHP-0017,Cikarang Utara,Bekasi,Depok,Sleman,"5,548,000",completed,mt,526
SHP-0051,Telukjambe Timur,Karawang,Taman,Sidoarjo,"6,280,900",completed,w2w,724
SHP-0059,Medan Satria,Bekasi,Cimanggis,Depok,"2,175,200",completed,w2w,40
SHP-0004,Pedan,Klaten,Majalaya,Bandung,"5,128,700",completed,w2w,454
SHP-0035,Manyar,Gresik,Ciwandan,Cilegon,"7,885,900",completed,w2w,919
SHP-0059,Medan Satria,Bekasi,Cimanggis,Depok,"2,165,500",completed,w2w,40
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"6,064,900",completed,w2w,794
SHP-0059,Medan Satria,Bekasi,Cimanggis,Depok,"2,184,200",completed,w2w,40
SHP-0059,Medan Satria,Bekasi,Cimanggis,Depok,"2,184,400",completed,w2w,40
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,511,700",completed,w2w,518
SHP-0059,Medan Satria,Bekasi,Cimanggis,Depok,"2,148,100",completed,w2w,40
SHP-0001,Gunung Putri,Bogor,Beji,Pasuruan,"6,726,200",completed,w2w,798
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,635,900",completed,w2w,877
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,254,800",completed,w2w,814
SHP-0009,Ngajung (Ngajum),Malang,Babakan Ciparay,Bandung,"7,584,200",completed,w2w,868
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,845,600",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,489,600",completed,w2w,76
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,486,100",completed,w2w,694
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,004,100",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,764,300",completed,w2w,76
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,070,600",completed,w2w,445
SHP-0012,Jombang,Jombang,Pati,Pati,"3,337,900",completed,w2w,259
SHP-0012,Jombang,Jombang,Pati,Pati,"3,924,000",completed,w2w,259
SHP-0029,Asemrowo,Surabaya,Duduk Sampeyan,Gresik,"1,222,500",completed,mt,26
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,610,900",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,042,100",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"5,989,400",completed,w2w,777
SHP-0051,Telukjambe Timur,Karawang,Cikarang Selatan,Bekasi,"1,235,100",completed,w2w,22
SHP-0051,Telukjambe Timur,Karawang,Parung,Bogor,"2,833,600",completed,w2w,86
SHP-0009,Ngadirojo,Wonogiri,Benda,Tangerang,"5,643,700",completed,w2w,614.132
SHP-0009,Kedu,Temanggung,Bubutan,Surabaya,"4,545,200",completed,w2w,362.715
SHP-0004,Koja,Jakarta Utara,Balongan,Indramayu,"3,721,900",completed,w2w,227
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,689,100",completed,w2w,549
SHP-0060,Caringin,Bogor,Jombang,Jombang,"6,462,400",completed,w2w,753
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"6,701,200",completed,w2w,794
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,077,700",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,655,200",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,068,000",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,096,600",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,039,800",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,075,100",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,626,200",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,634,000",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,630,100",completed,w2w,782
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,661,000",completed,w2w,782
SHP-0061,Cikarang Pusat,Bekasi,Masaran,Sragen,"4,601,900",completed,w2w,506
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,493,000",completed,w2w,518
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,072,300",completed,w2w,782
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,834,300",completed,w2w,814
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,609,100",completed,w2w,777
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,201,700",completed,w2w,694
SHP-0009,Driyorejo,Gresik,Batuceper,Tangerang,"6,009,900",completed,w2w,782
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,161,800",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,755,600",completed,w2w,76
SHP-0027,Mojosari,Mojokerto,Cikarang Barat,Bekasi,"6,712,200",completed,w2w,722
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"6,111,500",completed,w2w,802
SHP-0002,Blimbing,Malang,Cimanggung,Sumedang,"6,441,200",completed,w2w,745
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,204,800",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,492,000",completed,w2w,694
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,122,500",completed,w2w,458
SHP-0006,Cikarang Barat,Bekasi,Tanah Sereal,Bogor,"2,291,700",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Kelapa Gading,Jakarta Utara,"2,335,900",completed,mt,42
SHP-0006,Cikarang Barat,Bekasi,Ciracas,Jakarta Timur,"1,910,500",completed,mt,35
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,674,300",completed,w2w,877
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"5,973,000",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,041,100",completed,w2w,777
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"6,721,800",completed,w2w,794
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"5,816,300",completed,w2w,777
SHP-0026,Batujajar,Bandung Barat,Beji,Pasuruan,"6,723,200",completed,w2w,794
SHP-0008,Cikarang Utara,Bekasi,Manyar,Gresik,"7,032,300",completed,w2w,773
SHP-0043,Cakung,Jakarta Timur,Cikampek,Karawang,"2,668,900",completed,w2w,69
SHP-0060,Batuceper,Tangerang,Regol,Bandung,"3,446,800",completed,w2w,181
SHP-0006,Cikarang Barat,Bekasi,Kelapa Gading,Jakarta Utara,"2,311,800",completed,mt,42
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"719,600",completed,mt,13
SHP-0009,Ngadirojo,Wonogiri,Cipondoh,Tangerang,"5,610,900",completed,w2w,606.209
SHP-0003,Gununganyar,Surabaya,Garum,Blitar,"3,216,900",completed,w2w,159
SHP-0009,Ngadirojo,Wonogiri,Benda,Tangerang,"6,098,800",completed,w2w,614.132
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,668,600",completed,gt,715
SHP-0023,Klari,Karawang,Karangploso,Malang,"7,146,900",completed,gt,795
SHP-0035,Gresik,Gresik,Penjaringan,Jakarta Utara,"7,210,900",completed,w2w,807
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,041,000",completed,w2w,847
SHP-0006,Cikarang Barat,Bekasi,Pagedangan,Tangerang,"2,278,800",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Koja,Jakarta Utara,"1,774,500",completed,mt,38
SHP-0006,Cikarang Barat,Bekasi,Pagedangan,Tangerang,"2,293,000",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Tanah Sereal,Bogor,"2,687,000",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Pagedangan,Tangerang,"2,686,000",completed,mt,70
SHP-0023,Klari,Karawang,Bubutan,Surabaya,"5,697,400",completed,gt,723
SHP-0006,Cikarang Barat,Bekasi,Kembangan,Jakarta Barat,"2,510,300",completed,mt,48
SHP-0006,Cikarang Barat,Bekasi,Serpong Utara,Tangerang Selatan,"2,239,500",completed,mt,61.895
SHP-0006,Cikarang Barat,Bekasi,Kembangan,Jakarta Barat,"2,131,400",completed,mt,48
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"496,000",completed,mt,0
SHP-0006,Cikarang Barat,Bekasi,Koja,Jakarta Utara,"2,064,300",completed,mt,38
SHP-0006,Cikarang Barat,Bekasi,Pagedangan,Tangerang,"2,666,200",completed,mt,70
SHP-0006,Cikarang Barat,Bekasi,Cikarang Selatan,Bekasi,"735,400",completed,mt,13
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,637,200",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Tangerang,Tangerang,"2,650,300",completed,mt,64
SHP-0006,Cikarang Barat,Bekasi,Cikarang Barat,Bekasi,"525,000",completed,mt,0
SHP-0060,Caringin,Bogor,Ajung,Jember,"8,347,200",completed,w2w,994
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,491,300",completed,w2w,518
SHP-0042,Sukaraja,Bogor,Sedati,Sidoarjo,"6,872,100",completed,w2w,819
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,050,600",completed,w2w,445
SHP-0003,Klari,Karawang,Wanareja,Cilacap,"3,354,000",completed,gt,264
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,661,200",completed,w2w,549
SHP-0002,Cimanggung,Sumedang,Bawen,Semarang,"4,724,500",completed,w2w,390
SHP-0003,Klari,Karawang,Serang,Serang,"3,303,500",completed,gt,157
SHP-0004,Cimanggung,Sumedang,Curug,Tangerang,"3,690,200",completed,w2w,214
SHP-0003,Klari,Karawang,Widasari,Indramayu,"3,227,100",completed,gt,148
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,056,100",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,052,000",completed,w2w,445
SHP-0004,Teras,Boyolali,Curug,Tangerang,"5,655,900",completed,w2w,545
SHP-0014,Pulo Gadung,Jakarta Timur,Serang,Serang,"2,492,300",completed,mt,101
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,061,500",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,302,500",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,042,100",completed,w2w,445
SHP-0022,Sukomanunggal,Surabaya,Kademangan,Probolinggo,"2,008,600",completed,w2w,105
SHP-0022,Prigen,Pasuruan,Penjaringan,Jakarta Utara,"7,352,000",completed,w2w,828
SHP-0035,Gresik,Gresik,Penjaringan,Jakarta Utara,"7,228,400",completed,w2w,807
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"6,771,100",completed,w2w,802
SHP-0022,Prigen,Pasuruan,Babakan Ciparay,Bandung,"6,835,500",completed,w2w,812
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,266,400",completed,w2w,814
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,750,700",completed,w2w,76
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"6,193,600",completed,w2w,814
SHP-0002,Blimbing,Malang,Cikarang Barat,Bekasi,"7,286,600",completed,w2w,814
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,633,700",completed,w2w,877
SHP-0002,Gresik,Gresik,Pandaan,Pasuruan,"1,740,000",completed,w2w,76
SHP-0060,Caringin,Bogor,Pandaan,Pasuruan,"7,530,300",completed,w2w,855
SHP-0019,Curug,Tangerang,Medan Satria,Bekasi,"2,678,900",completed,w2w,67
SHP-0022,Cikande,Serang,Karawaci,Tangerang,"2,273,100",completed,gt,42
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,148,900",completed,w2w,458
SHP-0022,Cikande,Serang,Pondok Aren,Tangerang Selatan,"2,538,600",completed,gt,55
SHP-0004,Cimanggung,Sumedang,Cilincing,Jakarta Utara,"3,492,700",completed,w2w,182
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,129,300",completed,w2w,458
SHP-0044,Balaraja,Tangerang,Ngoro,Mojokerto,"7,249,600",completed,w2w,812
SHP-0009,Ngaliyan,Semarang,Karawaci,Tangerang,"5,139,600",completed,w2w,458
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,885,800",completed,gt,91
SHP-0022,Cikande,Serang,Tarumajaya,Bekasi,"2,889,100",completed,gt,94
SHP-0012,Kalasan,Sleman,Pati,Pati,"3,543,100",completed,w2w,198
SHP-0009,Ngajung (Ngajum),Malang,Cikarang Selatan,Bekasi,"7,382,300",completed,w2w,834
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"6,615,200",completed,w2w,777
SHP-0029,Asemrowo,Surabaya,Duduk Sampeyan,Gresik,"1,124,600",completed,mt,26
SHP-0004,Ngaliyan,Semarang,Sukaraja,Bogor,"5,162,900",completed,w2w,463
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"5,965,800",completed,w2w,777
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,069,500",completed,w2w,777
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,577,300",completed,w2w,528
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,554,600",completed,w2w,528
SHP-0009,Pakal,Surabaya,Babakan Ciparay,Bandung,"6,978,900",completed,w2w,766.732
SHP-0060,Caringin,Bogor,Blimbing,Malang,"7,719,500",completed,w2w,891
SHP-0060,Caringin,Bogor,Tenggilis Mejoyo,Surabaya,"6,875,200",completed,w2w,818
SHP-0023,Klari,Karawang,Jaten,Karanganyar,"5,293,800",completed,gt,484
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,078,300",completed,w2w,445
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,056,300",completed,w2w,445
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,457,600",completed,w2w,847
SHP-0004,Balongan,Indramayu,Koja,Jakarta Utara,"3,737,500",completed,w2w,227
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,670,300",completed,gt,715
SHP-0032,Pagedangan,Tangerang,Pandaan,Pasuruan,"7,470,300",completed,w2w,847
SHP-0028,Cilegon,Cilegon,Cikarang Utara,Bekasi,"3,221,000",completed,mt,144
SHP-0044,Balaraja,Tangerang,Mayong,Jepara,"5,661,500",completed,w2w,549
SHP-0005,Kelapa Gading,Jakarta Utara,Cikarang Barat,Bekasi,"1,904,600",completed,w2w,41
SHP-0014,Pulo Gadung,Jakarta Timur,Karawang Barat,Karawang,"2,652,000",completed,mt,65
SHP-0017,Cakung,Jakarta Timur,Masaran,Sragen,"5,629,800",completed,w2w,540
SHP-0031,Babakan Madang,Bogor,Manyar,Gresik,"7,433,600",completed,w2w,839
SHP-0025,Pulo Gadung,Jakarta Timur,Cakung,Jakarta Timur,"528,600",completed,w2w,8
SHP-0014,Pulo Gadung,Jakarta Timur,Rancaekek,Bandung,"2,883,500",completed,mt,172.24
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,097,000",completed,w2w,782
SHP-0004,Bergas,Semarang,Benda,Tangerang,"5,330,500",completed,w2w,487
SHP-0062,Cikarang Pusat,Bekasi,Daan Mogot,Jakarta Barat,"2,112,500",completed,w2w,61
SHP-0022,Prigen,Pasuruan,Karawaci,Tangerang,"4,724,200",completed,w2w,845
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,087,000",completed,w2w,782
SHP-0004,Karanganyar,Karanganyar,Cikarang Utara,Bekasi,"5,476,500",completed,w2w,518
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"6,026,100",completed,w2w,782
SHP-0027,Mojosari,Mojokerto,Rawalumbu,Bekasi,"6,350,500",completed,w2w,731
SHP-0007,Margorejo,Pati,Cibogo,Subang,"4,828,100",completed,w2w,401
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,108,700",completed,w2w,694
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,099,600",completed,w2w,782
SHP-0004,Bergas,Semarang,Benda,Tangerang,"5,315,000",completed,w2w,487
SHP-0025,Pulo Gadung,Jakarta Timur,Purwokerto Selatan,Banyumas,"4,718,700",completed,w2w,356
SHP-0002,Cikarang Barat,Bekasi,Pandaan,Pasuruan,"7,059,800",completed,w2w,782
SHP-0038,Kayen Kidul,Kediri,Batuceper,Tangerang,"5,327,200",completed,w2w,741
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,075,700",completed,w2w,445
SHP-0038,Kayen Kidul,Kediri,Batuceper,Tangerang,"5,120,500",completed,w2w,741
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"4,624,800",completed,w2w,445
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,509,900",completed,w2w,694
SHP-0018,Pandaan,Pasuruan,Gunung Putri,Bogor,"6,762,600",completed,w2w,802
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,488,100",completed,w2w,694
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,501,800",completed,w2w,694
SHP-0004,Karanganyar,Karanganyar,Banjaran,Bandung,"5,725,000",completed,w2w,558
SHP-0022,Prigen,Pasuruan,Cikande,Serang,"7,662,700",completed,w2w,877
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,109,600",completed,w2w,694
SHP-0002,Cimanggung,Sumedang,Bawen,Semarang,"4,745,200",completed,w2w,390
SHP-0002,Cikarang Barat,Bekasi,Bawen,Semarang,"5,069,100",completed,w2w,445
SHP-0002,Gresik,Gresik,Cimanggung,Sumedang,"5,096,000",completed,w2w,694
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,547,200",completed,w2w,528
SHP-0009,Candisari,Semarang,Kalideres,Jakarta Barat,"5,148,800",completed,w2w,460.565
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"4,614,600",completed,w2w,528
SHP-0033,Demak,Demak,Wonokromo,Surabaya,"4,603,100",completed,w2w,368.44
SHP-0038,Pandaan,Pasuruan,Mertoyudan,Magelang,"4,216,100",completed,w2w,378
SHP-0012,Cikarang,Bekasi,Pati,Pati,"5,304,800",completed,w2w,490
SHP-0033,Demak,Demak,Benowo,Surabaya,"3,873,500",completed,w2w,365
SHP-0022,Cikande,Serang,Pondok Aren,Tangerang Selatan,"2,040,100",completed,gt,55
SHP-0022,Cikande,Serang,Karawaci,Tangerang,"1,920,000",completed,gt,42
SHP-0022,Cikande,Serang,Tarumajaya,Bekasi,"2,870,200",completed,gt,94
SHP-0022,Cikande,Serang,Rawalumbu,Bekasi,"2,867,000",completed,gt,91
SHP-0013,Cibinong,Bogor,Pademangan,Jakarta Utara,"2,195,600",completed,w2w,60
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,541,800",completed,w2w,528
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,569,100",completed,w2w,528
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,070,800",completed,w2w,777
SHP-0013,Cibinong,Bogor,Pademangan,Jakarta Utara,"2,216,200",completed,w2w,60
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,569,000",completed,w2w,528
SHP-0021,Polanharjo,Klaten,Tanjung Priok,Jakarta Utara,"5,537,600",completed,w2w,528
SHP-0019,Medan Satria,Bekasi,Medan Satria,Bekasi,"450,100",completed,w2w,0
SHP-0019,Medan Satria,Bekasi,Medan Satria,Bekasi,"524,700",completed,w2w,0
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,061,800",completed,w2w,777
SHP-0005,Cikarang Barat,Bekasi,Kelapa Gading,Jakarta Utara,"1,962,400",completed,w2w,42
SHP-0008,Manyar,Gresik,Cikarang Utara,Bekasi,"7,065,000",completed,w2w,777
SHP-0003,Klari,Karawang,Gununganyar,Surabaya,"5,706,200",completed,w2w,719
SHP-0003,Klari,Karawang,Gununganyar,Surabaya,"6,706,100",completed,w2w,719
SHP-0023,Klari,Karawang,Taman,Sidoarjo,"6,682,700",completed,gt,715
SHP-0003,Klari,Karawang,Gununganyar,Surabaya,"6,691,800",completed,w2w,719
SHP-0053,Tandes,Surabaya,Cikarang Pusat,Bekasi,"6,842,700",completed,w2w,739
SHP-0003,Gununganyar,Surabaya,Sidoarjo,Sidoarjo,"1,501,600",completed,gt,26
SHP-0032,Pagedangan,Tangerang,Polanharjo,Klaten,"5,743,400",completed,w2w,556
SHP-0060,Batuceper,Tangerang,Regol,Bandung,"3,467,600",completed,w2w,181
SHP-0003,Kalideres,Jakarta Barat,Cihideung,Tasikmalaya,"4,088,400",completed,gt,280
